0.14010765157815233,0.09337000556950054,0.0;
0.17813208108582368,0.1318537281320811,0.001;
0.2241441661389629,0.15905158272997086,0.002;
0.2529037697125985,0.20503276849951552,0.003;
0.28432719671018,0.28271013420207375,0.004;
0.33726949515911214,0.29960479434810133,0.005;
0.38137002082840593,0.3267107140404819,0.006;
0.4143407008415286,0.3615368769598156,0.007;
0.4596527836058318,0.3383498256670049,0.008;
0.48258730001296996,0.46052788183503596,0.009;
0.5204900397494489,0.47097107674466526,0.01;
0.5797411326685534,0.5324804876746192,0.011;
0.5734025833326976,0.5291017845289958,0.012;
0.6097302225511363,0.5604935492977089,0.012;
0.6426062973502912,0.608680791326838,0.013;
0.6855471462032027,0.6451991668637607,0.014;
0.717394770773092,0.6700788122467977,0.015;
0.7664933509319378,0.7146813559063406,0.016;
0.8028469302896905,0.7572044922217729,0.017;
0.840963294702871,0.7918753957778608,0.018;
0.8751409541393599,0.8243337580395359,0.019;
0.9330656666997277,0.8737707044273713,0.02;
0.5822790701223003,0.9199185937392713,0.021;
0.987960342104661,0.9505874678609304,0.022;
1.0436568729925002,0.9981418467853299,0.023;
1.0659878996879557,1.0174523731412746,0.024;
1.1173657788526827,1.067474880026856,0.025;
1.168724584385562,1.1233911391535887,0.026;
1.2000095368159245,1.1628483798857108,0.027;
1.2335627255456965,1.184574009506298,0.028;
1.2755945251047145,1.2231374598500053,0.029;
1.3266912589359965,1.278069138100724,0.03;
1.3643464229310829,1.3151669705732008,0.031;
1.3884650304033692,1.3496013610943687,0.032;
1.4330485004310638,1.3846415301630415,0.033;
1.4852804968299624,1.4265577435130579,0.034;
1.5092030273668469,1.4537494945487561,0.035;
1.5513774976920902,1.5081677106301163,0.036;
1.5770212327669733,1.5298223863402274,0.037;
1.6279936065186047,1.5775118065781137,0.038;
1.666206102036301,1.6027275293543202,0.039;
1.7127736112488654,1.6695954864157596,0.04;
1.7358027328699706,1.6858069290689783,0.041;
1.7853655652280056,1.7397540264436833,0.042;
1.8223443782377493,1.7790579151757442,0.043;
1.8563061241617143,1.8078583363215355,0.044;
1.9116890845419658,1.8634064743535947,0.045;
1.0379401240549015,-0.03683118309923628,0.046;
1.0872988685521587,1.9344057800733947,0.047;
2.03786726278124,1.9792524662205984,0.048;
2.06693204446445,2.0082604084809,0.049;
2.093530605549664,2.037580395358241,0.05;
